,Song_Name,Genre,Subgenre,Subgenre_2,Release_Date,Song_Decade,Streams,Week_Of_Highest_Charting,Month_Highest_Charting,Season_Highest_Charting,Year_Highest_Charting,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Tempo,Duration_(Ms),Valence,Chord,Artist,Artist_Followers,Gender,Artist_Generation,Type,Country,Event_Name,url,Event_Country,Event_City,Event_Longitude,Event_Latitude
107,Wants and Needs (feat. Lil Baby),hip hop,canadian hip hop,canadian pop,2021-03-05,2020s,"7,637,626",2021-03-05,March,Spring,2021,87.0,0.578,0.449,-6.349,0.286,0.0618,0.119,136.006,192956.0,0.1,C#/Db,Drake,56308172,male,Millennial,person,CA,Drake White,https://www.ticketmaster.com/drake-white-indianapolis-indiana-03-18-2023/event/05005E22B19D1600,United States Of America,Indianapolis,-86.249381,39.768343
108,Darkness,hip hop,detroit hip hop,hip hop,2020-01-17,2020s,"7,618,955",2020-01-17,January,Winter,2020,65.0,0.671,0.623,-7.161,0.308,0.00998,0.643,75.055,337147.0,0.195,D,Eminem,46814751,male,Generation X,person,US,SHADY: A Live Band Tribute To The Music Of Eminem,https://www.ticketweb.com/event/shady-a-live-band-tribute-joes-live-rosemont-tickets/12652835,United States Of America,Rosemont,-87.867325,41.979238
109,Straightenin,hip hop,atl hip hop,pop rap,2021-05-14,2020s,"7,615,531",2021-05-14,May,Spring,2021,77.0,0.847,0.629,-5.81,0.102,0.0318,0.152,135.976,255532.0,0.109,A,Migos,11690201,mixed,Generation Z,group,US,No events,-,-,-,-,-
110,Rosa,latin,latin,reggaeton,2020-03-19,2020s,"7,564,893",2020-03-20,March,Spring,2020,64.0,0.651,0.561,-5.715,0.25,0.25,0.435,175.992,189827.0,0.369,A,J Balvin,29067437,male,Millennial,person,CO,No events,-,-,-,-,-
111,The Christmas Song (Shawn Mendes & Camila Cabello),pop,canadian pop,dance pop,2020-12-07,2020s,"7,536,851",2020-12-18,December,Winter,2020,42.0,0.341,0.181,-12.073,0.0366,0.888,0.137,83.608,196254.0,0.212,D,Shawn Mendes,33893352,male,Generation Z,person,CA,SHAWN MENDES,https://www.eticketing.co.uk/asmglobalmanchester,Great Britain,Manchester,-2.244066,53.488164
112,Vulnerable,dance pop,dance pop,pop,2020-01-10,2020s,"7,531,094",2020-01-10,January,Winter,2020,55.0,0.695,0.573,-8.882,0.167,0.132,0.156,100.031,192172.0,0.38,A#/Bb,Selena Gomez,28931149,female,Millennial,person,US,No events,-,-,-,-,-
113,Dive,hip hop,hip hop,ohio hip hop,2020-12-11,2020s,"7,524,738",2020-12-11,December,Winter,2020,60.0,0.64,0.621,-8.269,0.0679,0.67,0.36,123.105,148707.0,0.332,A,Kid Cudi,5002317,male,Millennial,person,US,No events,-,-,-,-,-
114,Gris,latin,latin,reggaeton,2020-03-19,2020s,"7,514,854",2020-03-20,March,Spring,2020,65.0,0.849,0.709,-4.717,0.0794,0.229,0.329,93.06,176627.0,0.916,F#/Gb,J Balvin,29067437,male,Millennial,person,CO,No events,-,-,-,-,-
115,GANG GANG (with Lil Wayne),rap,chicago rap,-,2021-05-21,2020s,"7,506,580",2021-05-21,May,Spring,2021,78.0,0.752,0.563,-8.066,0.209,0.146,0.103,145.05,178776.0,0.551,D#/Eb,Polo G,4840346,male,Generation Z,person,US,Dakota's Springfest Kickoff Party Featuring Polo G & Lil Xan,https://www.ticketmaster.com/dakotas-springfest-kickoff-party-featuring-polo-fargo-north-dakota-03-10-2023/event/06005D87C41558AC,United States Of America,Fargo,-96.876097,46.835551
116,Running Over (feat. Lil Dicky),pop,canadian pop,pop,2020-02-14,2020s,"7,493,188",2020-02-14,February,Winter,2020,58.0,0.774,0.603,-7.319,0.0591,0.438,0.0869,149.982,179627.0,0.977,B,Justin Bieber,48544923,male,Millennial,person,CA,Justin Bieber,https://www.eticketing.co.uk/asmglobalaberdeen,Great Britain,Aberdeen,-2.190396,57.185147
117,Replay,dance pop,dance pop,pop,2020-05-29,2020s,"7,479,618",2020-05-29,May,Spring,2020,63.0,0.658,0.878,-3.875,0.123,0.00792,0.944,122.015,186653.0,0.683,C#/Db,Lady Gaga,18585963,female,Millennial,person,US,Big Wig Lady Gaga Brunch: The Ultimate Drag Experience,https://concerts.livenation.com/big-wig-lady-gaga-brunch-the-philadelphia-pennsylvania-01-28-2023/event/02005D69970923FB,United States Of America,Philadelphia,-75.134752,39.965819
118,Available,pop,canadian pop,pop,2020-02-14,2020s,"7,473,249",2020-02-14,February,Winter,2020,58.0,0.702,0.608,-6.843,0.0359,0.0736,0.129,75.012,195333.0,0.597,D#/Eb,Justin Bieber,48544923,male,Millennial,person,CA,Justin Bieber,https://www.eticketing.co.uk/asmglobalaberdeen,Great Britain,Aberdeen,-2.190396,57.185147
119,Gimme Love,r&b,alternative r&b,viral pop,2020-04-16,2020s,"7,471,309",2020-04-17,April,Spring,2020,69.0,0.482,0.631,-6.917,0.0986,0.696,0.209,126.576,214558.0,0.0743,F,Joji,4759367,male,Millennial,person,US,Joji Presents Smithereens Oblivion,https://www.ticketmaster.com/joji-presents-smithereens-oblivion-new-york-new-york-05-06-2023/event/3B005D5917572AC8,United States Of America,New York,-73.9916006,40.7497062
120,Love Again,other,[],-,2021-08-13,2020s,"7,465,445",2020-03-27,March,Spring,2020,0.0,0.659,0.667,-4.668,0.0339,0.00173,0.1,115.982,258004.0,0.468,B,Dua Lipa,1250353,female,Generation Z,person,GB,No events,-,-,-,-,-
121,Only Wanna Be With You - Pokémon 25 Version,rap,dfw rap,melodic rap,2021-02-25,2020s,"7,464,020",2021-02-26,February,Winter,2021,72.0,0.47,0.709,-4.563,0.0299,0.00124,0.302,98.036,241360.0,0.247,G,Post Malone,33663701,male,Millennial,person,US,RED HOT CHILI PEPPERS WITH POST MALONE,https://www.ticketmaster.co.nz/red-hot-chili-peppers-with-post-auckland-21-01-2023/event/24005CD0A9B841D5,New Zealand,Auckland,174.8134003,-36.9199905
122,Plastic Doll,dance pop,dance pop,pop,2020-05-29,2020s,"7,451,452",2020-05-29,May,Spring,2020,58.0,0.743,0.853,-4.842,0.04,0.0019,0.0872,121.028,221667.0,0.422,C,Lady Gaga,18585963,female,Millennial,person,US,Big Wig Lady Gaga Brunch: The Ultimate Drag Experience,https://concerts.livenation.com/big-wig-lady-gaga-brunch-the-philadelphia-pennsylvania-01-28-2023/event/02005D69970923FB,United States Of America,Philadelphia,-75.134752,39.965819
123,Butter (Instrumental),pop,k-pop,k-pop boy group,2021-06-04,2020s,"7,450,126",2021-05-21,May,Spring,2021,70.0,0.429,0.387,-7.486,0.0753,0.000178,0.142,109.893,162147.0,0.41,C#/Db,BTS,37106176,mixed,Generation Z,group,KR,BTS 14-17 Party,https://www.ticketmaster.co.uk/bts-1417-party-london-12-02-2023/event/1F005D89D56A5463,Great Britain,London,-0.10661535,51.53445948
124,Head & Heart (feat. MNEK),dance pop,dance pop,edm,2020-07-03,2020s,"7,434,252",2020-10-09,October,Autumn,2020,87.0,0.734,0.874,-3.158,0.0662,0.168,0.0489,122.953,166028.0,0.905,G#/Ab,Joel Corry,207547,male,Generation Z,person,GB,Joel Corry,https://www.ticketweb.com/event/joel-corry-ocean-casino-resort-tickets/12751545?REFERRAL_ID=tmfeed,United States Of America,Atlantic City,-74.413699,39.362536
